formulaRank,molecularFormula,adduct,precursorFormula,NPC#pathway,NPC#pathway Probability,NPC#superclass,NPC#superclass Probability,NPC#class,NPC#class Probability,ClassyFire#superclass,ClassyFire#superclass probability,ClassyFire#class,ClassyFire#class Probability,ClassyFire#subclass,ClassyFire#subclass Probability,ClassyFire#level 5,ClassyFire#level 5 Probability,ClassyFire#most specific class,ClassyFire#most specific class Probability,ClassyFire#all classifications,ionMass,retentionTimeInSeconds,retentionTimeInMinutes,formulaId,alignedFeatureId,compoundId,mappingFeatureId,overallFeatureQuality
1,C14H16O3,[M + H]+,C14H17O3+,Fatty acids,0.402,Sesquiterpenoids,0.206,Unsaturated fatty acids,0.073,Organoheterocyclic compounds,0.608,Lactones,0.713,,,,,Lactones,0.713,Organic compounds; Organoheterocyclic compounds; Lactones; Organic acids and derivatives; Carboxylic acids and derivatives; Organooxygen compounds; Monocarboxylic acids and derivatives; Carboxylic acids; Carbonyl compounds; Organic oxides; Oxacyclic compounds; Hydrocarbon derivatives; Organic oxygen compounds; Chemical entities,233.118,273,4.552,830130606347416322,830129515148758786,830129515144564481,68008,
1,C15H15NO5,[M + H]+,C15H16NO5+,Alkaloids,0.667,Lysine alkaloids,0.293,Piperidine alkaloids,0.194,Organoheterocyclic compounds,0.624,Benzodioxoles,0.576,,,,,Benzodioxoles,0.576,Organic compounds; Organoheterocyclic compounds; Ethers; Organic acids and derivatives; Carboxylic acids and derivatives; Organonitrogen compounds; Benzodioxoles; Organooxygen compounds; Carboxylic acid amides; Carboxylic acid derivatives; Monocarboxylic acids and derivatives; Carboxylic acid esters; Secondary carboxylic acid amides; Carbonyl compounds; Benzene and substituted derivatives; Benzenoids; Organic oxides; Hydrocarbon derivatives; Organopnictogen compounds; Organic oxygen compounds; Organic nitrogen compounds; Chemical entities,290.103,273,4.555,830130592871116309,830129525403833441,830129525403833440,65895,
1,C31H53N9O6,[M + H]+,C31H54N9O6+,Amino acids and Peptides,0.932,Oligopeptides,0.924,Cyclic peptides,0.509,Organic acids and derivatives,0.984,Carboxylic acids and derivatives,0.961,"Amino acids, peptides, and analogues",0.851,Peptides,0.655,Peptides,0.655,"Organic compounds; Organoheterocyclic compounds; Amino acids, peptides, and analogues; Alpha amino acids and derivatives; Alcohols and polyols; Organic acids and derivatives; Carboxylic acids and derivatives; Organonitrogen compounds; Organooxygen compounds; Amino acids and derivatives; Peptides; Carboxylic acid amides; Carboxylic acid derivatives; Secondary carboxylic acid amides; Carbonyl compounds; Organic oxides; Azacyclic compounds; Hydrocarbon derivatives; Organopnictogen compounds; Organic oxygen compounds; Organic nitrogen compounds; Chemical entities",648.417,274,4.559,830130593764503170,830129553002357826,830129553002357825,65975,
1,C14H18O3,[M + H]+,C14H19O3+,Fatty acids,0.960,Octadecanoids,0.655,Jasmonic acids,0.560,Lipids and lipid-like molecules,0.597,Fatty Acyls,0.529,,,,,Fatty Acyls,0.529,Organic compounds; Lipids and lipid-like molecules; Ketones; Organic acids and derivatives; Carboxylic acids and derivatives; Organooxygen compounds; Monocarboxylic acids and derivatives; Carboxylic acids; Carbonyl compounds; Cyclic ketones; Fatty Acyls; Organic oxides; Hydrocarbon derivatives; Organic oxygen compounds; Chemical entities,235.133,274,4.562,830130608834638782,830129515727572813,830129515727572812,66372,
1,C27H40O10,[M + H]+,C27H41O10+,Terpenoids,0.999,Steroids,0.994,Androstane steroids,0.911,Lipids and lipid-like molecules,0.997,Steroids and steroid derivatives,0.993,Steroidal glycosides,0.989,Steroid glucuronide conjugates,0.989,Steroid glucuronide conjugates,0.989,Organic compounds; Organoheterocyclic compounds; Carbohydrates and carbohydrate conjugates; Lipids and lipid-like molecules; Pyrans; Ketones; Alcohols and polyols; Sugar acids and derivatives; Ethers; Steroids and steroid derivatives; Organic acids and derivatives; Carboxylic acids and derivatives; Organooxygen compounds; Glucuronides; Hydroxy acids and derivatives; Steroidal glycosides; Monocarboxylic acids and derivatives; Oxosteroids; Carboxylic acids; Steroid glucuronide conjugates; Hexoses; Monosaccharides; Acetals; Secondary alcohols; Beta hydroxy acids and derivatives; Carbonyl compounds; Oxanes; Glucuronic acid derivatives; Glycosyl compounds; O-glycosyl compounds; Polyols; O-glucuronides; 17-oxosteroids; Androstane steroids; Organic oxides; Oxacyclic compounds; Hydrocarbon derivatives; Organic oxygen compounds; Chemical entities,525.268,274,4.566,830130625267925374,830129546840924365,830129546840924364,66128,
1,C15H18N4O,[M + Na]+,C15H18N4NaO+,Alkaloids,0.371,Sesquiterpenoids,0.065,Benzodiazepine alkaloids,0.030,Benzenoids,0.500,Benzene and substituted derivatives,0.655,,,,,Benzene and substituted derivatives,0.655,Organic compounds; Organoheterocyclic compounds; Tetrazoles; Organonitrogen compounds; Organooxygen compounds; Azoles; Benzene and substituted derivatives; Benzenoids; Organic oxides; Azacyclic compounds; Heteroaromatic compounds; Hydrocarbon derivatives; Organopnictogen compounds; Organic oxygen compounds; Organic nitrogen compounds; Chemical entities,293.137,274,4.569,830130614341761079,830129526037173435,830129526037173434,71585,
1,C17H30O7,[M + H]+,C17H31O7+,Polyketides,0.754,Macrolides,0.442,Erythromycins,0.254,Lipids and lipid-like molecules,0.544,,,,,,,Lipids and lipid-like molecules,0.544,Organic compounds; Organoheterocyclic compounds; Lipids and lipid-like molecules; Alcohols and polyols; Ethers; Organic acids and derivatives; Carboxylic acids and derivatives; Organooxygen compounds; Carboxylic acid derivatives; Monocarboxylic acids and derivatives; Carboxylic acid esters; Secondary alcohols; Carbonyl compounds; Organic oxides; Oxacyclic compounds; Hydrocarbon derivatives; Organic oxygen compounds; Chemical entities,347.207,274,4.573,830130616979978849,830129531993086135,830129531993086134,66296,
1,C16H26O4,[M + H]+,C16H27O4+,Fatty acids,0.609,Macrolides,0.349,Macrolide lactones,0.396,Lipids and lipid-like molecules,0.677,Fatty Acyls,0.612,,,,,Fatty Acyls,0.612,Organic compounds; Organoheterocyclic compounds; Lipids and lipid-like molecules; Alcohols and polyols; Organic acids and derivatives; Carboxylic acids and derivatives; Organooxygen compounds; Carboxylic acid derivatives; Monocarboxylic acids and derivatives; Carboxylic acid esters; Secondary alcohols; Carbonyl compounds; Fatty Acyls; Organic oxides; Oxacyclic compounds; Hydrocarbon derivatives; Organic oxygen compounds; Chemical entities,283.190,274,4.574,830130605412086481,830129524019712926,830129524019712925,66319,
1,C34H44N4O6,[M + H]+,C34H45N4O6+,Alkaloids,0.870,Proline alkaloids,0.038,Pyrrole alkaloids,0.037,Organoheterocyclic compounds,1.000,Tetrapyrroles and derivatives,0.999,Bilirubins,0.974,,,Bilirubins,0.974,"Organic compounds; Organoheterocyclic compounds; Pyrroles; Pyrrolines; Imines; Lactams; Organic acids and derivatives; Carboxylic acids and derivatives; Organonitrogen compounds; Organooxygen compounds; Dicarboxylic acids and derivatives; Carboxylic acid amides; Carboxylic acid derivatives; Carboxylic acids; Tetrapyrroles and derivatives; Bilirubins; Secondary carboxylic acid amides; Carbonyl compounds; Dipyrrins; Substituted pyrroles; Organic 1,3-dipolar compounds; Propargyl-type 1,3-dipolar organic compounds; Organic oxides; Azacyclic compounds; Heteroaromatic compounds; Hydrocarbon derivatives; Organopnictogen compounds; Organic oxygen compounds; Organic nitrogen compounds; Chemical entities",605.335,275,4.586,830130612886337190,830129551370773340,830129551370773339,66581,
1,C17H20N2O4,[M + H]+,C17H21N2O4+,Alkaloids,0.935,Nicotinic acid alkaloids,0.325,Pyridine alkaloids,0.324,Organic acids and derivatives,0.988,Carboxylic acids and derivatives,0.972,"Amino acids, peptides, and analogues",0.749,Amino acids and derivatives,0.750,Amino acids,0.586,"Organic compounds; Organoheterocyclic compounds; Amino acids, peptides, and analogues; Organic acids and derivatives; Carboxylic acids and derivatives; Organonitrogen compounds; Organooxygen compounds; Dicarboxylic acids and derivatives; Amino acids and derivatives; Carboxylic acid derivatives; Monocarboxylic acids and derivatives; Carboxylic acids; Carbonyl compounds; Benzenoids; Amines; Organic oxides; Azacyclic compounds; Heteroaromatic compounds; Hydrocarbon derivatives; Amino acids; Organopnictogen compounds; Organic oxygen compounds; Organic nitrogen compounds; Chemical entities",317.150,276,4.594,830130614912186549,830129528725722759,830129528725722758,66733,
1,C17H18N2O3,[M + H]+,C17H19N2O3+,Alkaloids,0.661,Tryptophan alkaloids,0.321,Pyrroloquinoline alkaloids,0.181,Benzenoids,0.676,,,,,,,Benzenoids,0.676,Organic compounds; Organoheterocyclic compounds; Organic acids and derivatives; Carboxylic acids and derivatives; Organonitrogen compounds; Organooxygen compounds; Carboxylic acid derivatives; Monocarboxylic acids and derivatives; Carbonyl compounds; Benzenoids; Organic oxides; Azacyclic compounds; Heteroaromatic compounds; Hydrocarbon derivatives; Organopnictogen compounds; Organic oxygen compounds; Organic nitrogen compounds; Chemical entities,299.139,276,4.595,830130611317667279,830129526997669206,830129526997669205,67813,
1,C33H57N9O7,[M + H]+,C33H58N9O7+,Amino acids and Peptides,0.911,Oligopeptides,0.949,Cyclic peptides,0.608,Organic acids and derivatives,0.989,Carboxylic acids and derivatives,0.973,"Amino acids, peptides, and analogues",0.826,Peptides,0.677,Peptides,0.677,"Organic compounds; Organoheterocyclic compounds; Amino acids, peptides, and analogues; Alpha amino acids and derivatives; Alcohols and polyols; Phenylpropanoids and polyketides; Organic acids and derivatives; Carboxylic acids and derivatives; Organonitrogen compounds; Organooxygen compounds; Amino acids and derivatives; Peptides; Carboxylic acid amides; Carboxylic acid derivatives; Secondary carboxylic acid amides; Carbonyl compounds; Organic oxides; Hydrocarbon derivatives; Organopnictogen compounds; Organic oxygen compounds; Organic nitrogen compounds; Chemical entities",692.443,276,4.600,830130611590297098,830129554004796612,830129554004796611,66904,
1,C27H33N5O7,[M + H]+,C27H34N5O7+,Carbohydrates,0.453,Nucleosides,0.496,Purine nucleosides,0.391,Organic acids and derivatives,0.916,Carboxylic acids and derivatives,0.874,"Amino acids, peptides, and analogues",0.626,Amino acids and derivatives,0.626,Amino acids and derivatives,0.626,"Organic compounds; Organoheterocyclic compounds; Carbohydrates and carbohydrate conjugates; Amino acids, peptides, and analogues; Imidazoles; Alcohols and polyols; Purines and purine derivatives; Organic acids and derivatives; Carboxylic acids and derivatives; Organonitrogen compounds; Organooxygen compounds; Amino acids and derivatives; Azoles; Carboxylic acid derivatives; Monocarboxylic acids and derivatives; Secondary alcohols; Imidazopyrimidines; Carbonyl compounds; Glycosyl compounds; Glycosylamines; Benzene and substituted derivatives; Substituted imidazoles; N-substituted imidazoles; Benzenoids; Amines; Primary amines; Organic oxides; Azacyclic compounds; Oxacyclic compounds; Heteroaromatic compounds; Hydrocarbon derivatives; Organopnictogen compounds; Organic oxygen compounds; Organic nitrogen compounds; Chemical entities",540.245,276,4.602,830130615738464704,830129547885306206,830129547885306205,66952,
1,C24H31N5O6,[M + H]+,C24H32N5O6+,Carbohydrates,0.580,Nucleosides,0.542,Purine nucleosides,0.252,Organoheterocyclic compounds,0.979,Imidazopyrimidines,0.737,Purines and purine derivatives,0.812,6-aminopurines,0.571,6-aminopurines,0.571,Organic compounds; Organoheterocyclic compounds; Pyrimidines and pyrimidine derivatives; Imidazoles; Alkyl aryl ethers; Alcohols and polyols; Purines and purine derivatives; Ethers; Organic acids and derivatives; Carboxylic acids and derivatives; Organonitrogen compounds; Organooxygen compounds; Azoles; Carboxylic acid derivatives; Diazines; Secondary alcohols; Imidazopyrimidines; Carbonyl compounds; Substituted imidazoles; N-substituted imidazoles; Benzenoids; Amines; 6-aminopurines; Imidolactams; Organic oxides; Azacyclic compounds; Oxacyclic compounds; Heteroaromatic compounds; Hydrocarbon derivatives; Organopnictogen compounds; Organic oxygen compounds; Organic nitrogen compounds; Chemical entities,486.235,276,4.603,830130649263542680,830129544408227685,830129544404033380,66979,
1,C14H19NO3,[M + H]+,C14H20NO3+,Amino acids and Peptides,0.908,Small peptides,0.759,Dipeptides,0.464,Organic acids and derivatives,1.000,Carboxylic acids and derivatives,1.000,"Amino acids, peptides, and analogues",0.990,Amino acids and derivatives,0.989,Alpha amino acid esters,0.828,"Organic compounds; Lipids and lipid-like molecules; Amino acids, peptides, and analogues; Alpha amino acids and derivatives; Organic acids and derivatives; Carboxylic acids and derivatives; Organonitrogen compounds; Organooxygen compounds; Fatty acid esters; Amino acids and derivatives; Alpha amino acid esters; Carboxylic acid amides; Carboxylic acid derivatives; Monocarboxylic acids and derivatives; N-acyl-alpha amino acids and derivatives; Carboxylic acid esters; Secondary carboxylic acid amides; Carbonyl compounds; Benzene and substituted derivatives; Benzenoids; Methyl esters; Fatty Acyls; Organic oxides; Hydrocarbon derivatives; Organopnictogen compounds; Organic oxygen compounds; Organic nitrogen compounds; Chemical entities",250.144,276,4.606,830130650362450604,830129518600671443,830129518600671442,67066,
1,C37H40N2O7,[M + Na]+,C37H40N2NaO7+,Amino acids and Peptides,0.233,Linear polyketides,0.169,Pyridine alkaloids,0.079,Organoheterocyclic compounds,0.735,Pyridines and derivatives,0.172,Hydropyridines,0.222,Dihydropyridines,0.511,Dihydropyridinecarboxylic acids and derivatives,0.547,Organic compounds; Organoheterocyclic compounds; Lipids and lipid-like molecules; Organic acids and derivatives; Carboxylic acids and derivatives; Organonitrogen compounds; Organooxygen compounds; Dicarboxylic acids and derivatives; Dihydropyridines; Carboxylic acid amides; Carboxylic acid derivatives; Carboxylic acid esters; Dihydropyridinecarboxylic acids and derivatives; Secondary carboxylic acid amides; Carbonyl compounds; Benzene and substituted derivatives; Benzenoids; Vinylogous amides; Organic oxides; Azacyclic compounds; Hydrocarbon derivatives; Organopnictogen compounds; Organic oxygen compounds; Organic nitrogen compounds; Chemical entities,647.272,277,4.618,830130619366538252,830129552935248952,830129552935248951,65830,
1,C13H24O5,[M + H]+,C13H25O5+,Fatty acids,0.995,Fatty Acids and Conjugates,0.965,Dicarboxylic acids,0.923,Lipids and lipid-like molecules,0.930,Fatty Acyls,0.933,Fatty acids and conjugates,0.849,Medium-chain fatty acids,0.633,Medium-chain fatty acids,0.633,Organic compounds; Lipids and lipid-like molecules; Alcohols and polyols; Fatty acids and conjugates; Organic acids and derivatives; Carboxylic acids and derivatives; Organooxygen compounds; Dicarboxylic acids and derivatives; Carboxylic acids; Carbonyl compounds; Medium-chain fatty acids; Fatty Acyls; Organic oxides; Hydrocarbon derivatives; Organic oxygen compounds; Chemical entities,261.170,277,4.619,830130618401848163,830129520588771809,830129520588771808,67445,
1,C20H30O5,[M + H]+,C20H31O5+,Terpenoids,0.979,Diterpenoids,0.810,Labdane diterpenoids,0.755,Lipids and lipid-like molecules,0.705,Prenol lipids,0.629,Diterpenoids,0.558,,,Diterpenoids,0.558,"Organic compounds; Organoheterocyclic compounds; Lipids and lipid-like molecules; Lactones; Alcohols and polyols; Prenol lipids; Organic acids and derivatives; Carboxylic acids and derivatives; Primary alcohols; Organooxygen compounds; Carboxylic acid derivatives; Monocarboxylic acids and derivatives; Carboxylic acid esters; Cyclic alcohols and derivatives; Diterpenoids; Secondary alcohols; Carbonyl compounds; Furanones; Dihydrofurans; Butenolides; Enoate esters; Alpha,beta-unsaturated carboxylic esters; Organic oxides; Oxacyclic compounds; Hydrocarbon derivatives; Organic oxygen compounds; Chemical entities",351.215,277,4.621,830130608692032390,830129532404127992,830129532399933687,66266,
1,C35H61N9O8,[M + H]+,C35H62N9O8+,Amino acids and Peptides,0.900,Oligopeptides,0.961,Cyclic peptides,0.629,Organic acids and derivatives,0.996,Carboxylic acids and derivatives,0.988,"Amino acids, peptides, and analogues",0.903,Peptides,0.712,Peptides,0.712,"Organic compounds; Organoheterocyclic compounds; Amino acids, peptides, and analogues; Alpha amino acids and derivatives; Macrolactams; Alcohols and polyols; Phenylpropanoids and polyketides; Organic acids and derivatives; Carboxylic acids and derivatives; Organonitrogen compounds; Organooxygen compounds; Amino acids and derivatives; Peptides; Carboxylic acid amides; Carboxylic acid derivatives; Secondary alcohols; Secondary carboxylic acid amides; Carbonyl compounds; Organic oxides; Hydrocarbon derivatives; Organopnictogen compounds; Organic oxygen compounds; Organic nitrogen compounds; Chemical entities",736.470,278,4.630,830131020828577779,830129555074344282,830129555070149977,67678,
1,C15H26O5,[M + H]+,C15H27O5+,Fatty acids,0.970,Fatty acyls,0.408,Fatty alcohols,0.302,Lipids and lipid-like molecules,0.785,Fatty Acyls,0.800,,,,,Fatty Acyls,0.800,Organic compounds; Lipids and lipid-like molecules; Alcohols and polyols; Organic acids and derivatives; Carboxylic acids and derivatives; Organooxygen compounds; Carboxylic acid derivatives; Monocarboxylic acids and derivatives; Carboxylic acid esters; Secondary alcohols; Carbonyl compounds; Fatty Acyls; Organic oxides; Oxacyclic compounds; Hydrocarbon derivatives; Organic oxygen compounds; Chemical entities,287.185,279,4.658,830130618338933582,830129524845990929,830129524841796624,66469,
1,C29H57N5O8,[M + H]+,C29H58N5O8+,Amino acids and Peptides,0.958,Oligopeptides,0.688,Tripeptides,0.181,Organic acids and derivatives,0.923,Carboxylic acids and derivatives,0.888,"Amino acids, peptides, and analogues",0.602,Amino acids and derivatives,0.573,Alpha amino acids and derivatives,0.553,"Organic compounds; Amino acids, peptides, and analogues; Alpha amino acids and derivatives; Ethers; Organic acids and derivatives; Carboxylic acids and derivatives; Organonitrogen compounds; Organooxygen compounds; Amino acids and derivatives; Monoalkylamines; Carboxylic acid amides; Carboxylic acid derivatives; Dialkyl ethers; Secondary carboxylic acid amides; Carbonyl compounds; Primary amines; Organic oxides; Hydrocarbon derivatives; Organopnictogen compounds; Organic oxygen compounds; Organic nitrogen compounds; Chemical entities",604.427,280,4.674,830130617546209980,830129551316247378,830129551312053073,68379,
1,C36H47ClN4O25,[M + H]+,C36H48ClN4O25+,Amino acids and Peptides,0.972,Oligopeptides,0.948,Tripeptides,0.499,Organic acids and derivatives,1.000,Carboxylic acids and derivatives,0.999,"Amino acids, peptides, and analogues",0.984,Peptides,0.934,Oligopeptides,0.724,"Organic compounds; Lipids and lipid-like molecules; Amino acids, peptides, and analogues; Alpha amino acids and derivatives; Alcohols and polyols; Organic acids and derivatives; Carboxylic acids and derivatives; Organohalogen compounds; Organonitrogen compounds; Organooxygen compounds; Fatty amides; Amino acids and derivatives; Peptides; Monoalkylamines; Carboxylic acid amides; Carboxylic acid derivatives; N-acyl amines; N-acyl-alpha amino acids and derivatives; Carboxylic acids; Secondary alcohols; Secondary carboxylic acid amides; Carbonyl compounds; Benzene and substituted derivatives; Alpha amino acid amides; N-acyl-alpha amino acids; Benzenoids; Amines; Primary amines; Alkyl halides; Fatty Acyls; Organic oxides; Hydrocarbon derivatives; Amino acids; Valine and derivatives; Glutamic acid and derivatives; Organopnictogen compounds; Organic oxygen compounds; 1-hydroxy-2-unsubstituted benzenoids; Organic nitrogen compounds; Oligopeptides; Chemical entities",971.230,281,4.686,830130612777285240,830129559147014036,830129559142819731,68793,
1,C35H49Br3N4O13,[M + H]+,C35H50Br3N4O13+,Amino acids and Peptides,0.974,Oligopeptides,0.990,Cyclic peptides,0.616,Organic acids and derivatives,1.000,Carboxylic acids and derivatives,0.998,"Amino acids, peptides, and analogues",0.970,Peptides,0.889,Oligopeptides,0.599,"Organic compounds; Organoheterocyclic compounds; Lipids and lipid-like molecules; Amino acids, peptides, and analogues; Alpha amino acids and derivatives; Alcohols and polyols; Phenylpropanoids and polyketides; Organic acids and derivatives; Carboxylic acids and derivatives; Organohalogen compounds; Organonitrogen compounds; Organooxygen compounds; Fatty amides; Amino acids and derivatives; Peptides; Monoalkylamines; Carboxylic acid amides; Carboxylic acid derivatives; N-acyl amines; N-acyl-alpha amino acids and derivatives; Carboxylic acids; Secondary alcohols; Secondary carboxylic acid amides; Carbonyl compounds; Alpha amino acid amides; Benzenoids; Fatty Acyls; Organic oxides; Hydrocarbon derivatives; Organopnictogen compounds; Organic oxygen compounds; Organic nitrogen compounds; Oligopeptides; Chemical entities",971.087,281,4.687,830130620394142971,830129559109265295,830129559109265294,68806,
1,C54H102N4O7,[M + H]+,C54H103N4O7+,Amino acids and Peptides,0.998,Oligopeptides,0.986,Linear peptides,0.409,Organic acids and derivatives,0.999,Carboxylic acids and derivatives,0.998,"Amino acids, peptides, and analogues",0.990,Peptides,0.971,Oligopeptides,0.698,"Organic compounds; Lipids and lipid-like molecules; Amino acids, peptides, and analogues; Alpha amino acids and derivatives; Alcohols and polyols; Phenethylamines; Amphetamines and derivatives; Organic acids and derivatives; Carboxylic acids and derivatives; Organonitrogen compounds; Organooxygen compounds; Fatty amides; Amino acids and derivatives; Peptides; Monoalkylamines; Carboxylic acid amides; Carboxylic acid derivatives; N-acyl amines; Monocarboxylic acids and derivatives; N-acyl-alpha amino acids and derivatives; Carboxylic acids; Secondary alcohols; Secondary carboxylic acid amides; Carbonyl compounds; Benzene and substituted derivatives; Alpha amino acid amides; N-acyl-alpha amino acids; Benzenoids; Amines; Primary amines; Fatty Acyls; Organic oxides; Hydrocarbon derivatives; Amino acids; Valine and derivatives; Phenylalanine and derivatives; Organopnictogen compounds; Organic oxygen compounds; Organic nitrogen compounds; Oligopeptides; Chemical entities",919.780,281,4.687,830130622684233469,830129558501091140,830129558501091139,68855,
1,C62H82N2O4,[M + H]+,C62H83N2O4+,Amino acids and Peptides,0.680,Peptide alkaloids,0.200,Linear peptides,0.324,Organic acids and derivatives,0.825,Carboxylic acids and derivatives,0.822,"Amino acids, peptides, and analogues",0.792,Amino acids and derivatives,0.775,Alpha amino acid amides,0.536,"Organic compounds; Lipids and lipid-like molecules; Amino acids, peptides, and analogues; Alpha amino acids and derivatives; Organic acids and derivatives; Carboxylic acids and derivatives; Organonitrogen compounds; Organooxygen compounds; Fatty amides; Amino acids and derivatives; Monoalkylamines; Carboxylic acid amides; Carboxylic acid derivatives; N-acyl amines; Secondary carboxylic acid amides; Carbonyl compounds; Benzene and substituted derivatives; Alpha amino acid amides; Benzenoids; Amines; Primary amines; Fatty Acyls; Organic oxides; Hydrocarbon derivatives; Organopnictogen compounds; Organic oxygen compounds; Organic nitrogen compounds; Chemical entities",919.637,281,4.688,830130623044943697,830129558459148095,830129558459148094,68872,
1,C58H58N14O9S6,[M + H]+,C58H59N14O9S6+,Amino acids and Peptides,0.999,Oligopeptides,1.000,Cyclic peptides,0.941,Organic Polymers,0.614,Polypeptides,0.623,,,,,Polypeptides,0.623,"Organic compounds; Organoheterocyclic compounds; Organosulfur compounds; Lipids and lipid-like molecules; Amino acids, peptides, and analogues; Alpha amino acids and derivatives; Macrolactams; Pyrroles; Lactams; Indoles and derivatives; Phenylpropanoids and polyketides; Organic acids and derivatives; Carboxylic acids and derivatives; Organonitrogen compounds; Organooxygen compounds; Fatty amides; Amino acids and derivatives; Peptides; Monoalkylamines; Carboxylic acid amides; Carboxylic acid derivatives; Monocarboxylic acids and derivatives; N-acyl-alpha amino acids and derivatives; Carboxylic acids; Primary carboxylic acid amides; Secondary carboxylic acid amides; Carbonyl compounds; Cyclic peptides; Substituted pyrroles; Alpha amino acid amides; Benzenoids; Amines; Primary amines; Indoles; Organic disulfides; Organic Polymers; Polypeptides; Fatty Acyls; Organic oxides; Azacyclic compounds; Heteroaromatic compounds; Hydrocarbon derivatives; Amino acids; 3-alkylindoles; Organopnictogen compounds; Organic oxygen compounds; Organic nitrogen compounds; Chemical entities",1287.288,281,4.689,830130612336883275,830129560661158000,830129560661157999,68928,
1,C58H94N16O15S,[M + H]+,C58H95N16O15S+,Amino acids and Peptides,0.994,Oligopeptides,1.000,Cyclic peptides,0.972,Organic acids and derivatives,0.999,Carboxylic acids and derivatives,0.997,"Amino acids, peptides, and analogues",0.997,Peptides,0.952,Cyclic peptides,0.903,"Organic compounds; Organoheterocyclic compounds; Organosulfur compounds; Lipids and lipid-like molecules; Amino acids, peptides, and analogues; Alpha amino acids and derivatives; Macrolactams; Lactams; Phenylpropanoids and polyketides; Organic acids and derivatives; Carboxylic acids and derivatives; Organonitrogen compounds; Organooxygen compounds; Fatty amides; Amino acids and derivatives; Peptides; Azoles; Monoalkylamines; Carboxylic acid amides; Carboxylic acid derivatives; N-acyl amines; N-acyl-alpha amino acids and derivatives; Primary carboxylic acid amides; Secondary carboxylic acid amides; Tertiary carboxylic acid amides; Carbonyl compounds; Cyclic peptides; Alpha amino acid amides; Benzenoids; Amines; Primary amines; Fatty Acyls; Organic oxides; Azacyclic compounds; Hydrocarbon derivatives; Organopnictogen compounds; Organic oxygen compounds; Organic nitrogen compounds; Chemical entities",1287.688,281,4.689,830130620062792867,830129560728266874,830129560728266873,68930,
1,C67H74N4O22,[M + H]+,C67H75N4O22+,Amino acids and Peptides,0.874,Oligopeptides,0.960,Cyclic peptides,0.301,Organic acids and derivatives,0.998,Carboxylic acids and derivatives,0.992,"Amino acids, peptides, and analogues",0.947,Peptides,0.812,Peptides,0.812,"Organic compounds; Organoheterocyclic compounds; Lipids and lipid-like molecules; Amino acids, peptides, and analogues; Alpha amino acids and derivatives; Alcohols and polyols; Phenylpropanoids and polyketides; Organic acids and derivatives; Carboxylic acids and derivatives; Organonitrogen compounds; Organooxygen compounds; Fatty amides; Amino acids and derivatives; Peptides; Monoalkylamines; Carboxylic acid amides; Carboxylic acid derivatives; N-acyl amines; N-acyl-alpha amino acids and derivatives; Carboxylic acids; Secondary alcohols; Secondary carboxylic acid amides; Carbonyl compounds; Benzene and substituted derivatives; Alpha amino acid amides; Benzenoids; Amines; Primary amines; Fatty Acyls; Organic oxides; Hydrocarbon derivatives; Amino acids; Organopnictogen compounds; Organic oxygen compounds; 1-hydroxy-2-unsubstituted benzenoids; Organic nitrogen compounds; Chemical entities",1287.488,281,4.690,830130614169794573,830129560698906741,830129560698906740,68951,
1,C50H89FN4O4,[M + H]+,C50H90FN4O4+,Amino acids and Peptides,0.989,Oligopeptides,0.932,Tripeptides,0.280,Organic acids and derivatives,0.997,Carboxylic acids and derivatives,0.994,"Amino acids, peptides, and analogues",0.981,Peptides,0.835,Dipeptides,0.521,"Organic compounds; Lipids and lipid-like molecules; Amino acids, peptides, and analogues; Alpha amino acids and derivatives; Phenethylamines; Amphetamines and derivatives; Organic acids and derivatives; Carboxylic acids and derivatives; Organohalogen compounds; Organonitrogen compounds; Organooxygen compounds; Fatty amides; Amino acids and derivatives; Peptides; Monoalkylamines; Carboxylic acid amides; Aryl fluorides; Carboxylic acid derivatives; N-acyl amines; N-acyl-alpha amino acids and derivatives; Organofluorides; Secondary carboxylic acid amides; Carbonyl compounds; Benzene and substituted derivatives; Alpha amino acid amides; Benzenoids; Amines; Primary amines; Fatty Acyls; Organic oxides; Hydrocarbon derivatives; Valine and derivatives; Organopnictogen compounds; Organic oxygen compounds; Organic nitrogen compounds; Dipeptides; Chemical entities",829.696,281,4.691,830130621480467951,830129557137942150,830129557137942149,69023,
